台湾晴天美国,#genre#
NOW 体育 英超 4K 617,http://tv.trexiptv.com:80/play/live.php?mac=00:1A:79:C1:BF:64&stream=1032488&extension=ts&play_token=IACiy5uppT
NOW 体育 1台,http://tv.trexiptv.com:80/play/live.php?mac=00:1A:79:C1:BF:64&stream=1032479&extension=ts&play_token=IpRU8B807s
NOW 体育 2台,http://tv.trexiptv.com:80/play/live.php?mac=00:1A:79:C1:BF:64&stream=1032478&extension=ts&play_token=EN3ModHoOo
NOW 体育 3台,http://tv.trexiptv.com:80/play/live.php?mac=00:1A:79:C1:BF:64&stream=1032477&extension=ts&play_token=0Zmo3kf5nQ
NOW 体育 4台,http://tv.trexiptv.com:80/play/live.php?mac=00:1A:79:C1:BF:64&stream=1032476&extension=ts&play_token=JeL664cEZc
NOW 体育 5台,http://tv.trexiptv.com:80/play/live.php?mac=00:1A:79:C1:BF:64&stream=1032475&extension=ts&play_token=Q41nJQn6hR
NOW 体育 6台,http://tv.trexiptv.com:80/play/live.php?mac=00:1A:79:C1:BF:64&stream=1032474&extension=ts&play_token=Q7LoQPFPhf
NOW 体育 7台,http://tv.trexiptv.com:80/play/live.php?mac=00:1A:79:C1:BF:64&stream=1032473&extension=ts&play_token=TZmKFnaAi2

体育西班牙🏆,#genre#
罗马尼亚 4K,http://doubleclicktv.live/70376812/52663544/325451
beIN SPORTS 4K,http://doubleclicktv.live/70376812/52663544/327643
beIN体育 4K,http://doubleclicktv.live/70376812/52663544/325450
beIN体育 HD,http://doubleclicktv.live/70376812/52663544/325455
Bein Xtra,http://doubleclicktv.live:80/70376812/52663544/939
Bein Sports,http://doubleclicktv.live:80/70376812/52663544/940
BeIN西甲,http://doubleclicktv.live:80/70376812/52663544/941
Bein西语,http://doubleclicktv.live:80/70376812/52663544/942
BeIN Sports 4,http://doubleclicktv.live:80/70376812/52663544/947
BeIN Sports 5,http://doubleclicktv.live:80/70376812/52663544/946
BeIN Sports 6,http://doubleclicktv.live:80/70376812/52663544/945
BeIN Sports 7,http://doubleclicktv.live:80/70376812/52663544/944
BeIN Sports 8,http://doubleclicktv.live:80/70376812/52663544/943

美国VIX+,http://doubleclicktv.live/70376812/52663544/250784
波兰TVP 1 HD,http://doubleclicktv.live/70376812/52663544/325457
Fox体育1,http://doubleclicktv.live:80/70376812/52663544/915
Fox体育2,http://doubleclicktv.live:80/70376812/52663544/914
Fox Soccer Plus,http://doubleclicktv.live:80/70376812/52663544/916
Fox Sports Netbase,http://doubleclicktv.live:80/70376812/52663544/910
Fox Sports Sun (South Florida),http://doubleclicktv.live:80/70376812/52663544/904
Stadium,http://doubleclicktv.live:80/70376812/52663544/846
Stadium 1,http://doubleclicktv.live:80/70376812/52663544/845
Stadium 2,http://doubleclicktv.live:80/70376812/52663544/844
Stadium 3,http://doubleclicktv.live:80/70376812/52663544/843
ESPN 1,http://doubleclicktv.live:80/70376812/52663544/919
ESPN 2,http://doubleclicktv.live:80/70376812/52663544/932
ESPN U,http://doubleclicktv.live:80/70376812/52663544/920
ESPN News,http://doubleclicktv.live:80/70376812/52663544/922
ESPN,http://doubleclicktv.live:80/70376812/52663544/923
ESPN College Extra 1,http://doubleclicktv.live:80/70376812/52663544/930
ESPN College Extra 2,http://doubleclicktv.live:80/70376812/52663544/929
ESPN College Extra 3,http://doubleclicktv.live:80/70376812/52663544/928
ESPN College Extra 4,http://doubleclicktv.live:80/70376812/52663544/927
ESPN College Extra 5,http://doubleclicktv.live:80/70376812/52663544/926
ESPN College Extra 6,http://doubleclicktv.live:80/70376812/52663544/925
ESPN College Extra 7,http://doubleclicktv.live:80/70376812/52663544/924
ESPN SEC Network,http://doubleclicktv.live:80/70376812/52663544/921
ESPN SEC+,http://doubleclicktv.live:80/70376812/52663544/823
Altitude Sports,http://doubleclicktv.live:80/70376812/52663544/974
Altitude Sports Alternate,http://doubleclicktv.live:80/70376812/52663544/973
NBA TV,http://doubleclicktv.live:80/70376812/52663544/885
NBA BET,http://doubleclicktv.live:80/70376812/52663544/294735
Spectrum SportsNet LA Dodgers,http://doubleclicktv.live:80/70376812/52663544/852
Spectrum SportsNet Lakers,http://doubleclicktv.live:80/70376812/52663544/851
Spectrum SportsNet Lakers Alternate,http://doubleclicktv.live:80/70376812/52663544/850
SportsGrid,http://doubleclicktv.live:80/70376812/52663544/817
Sportsman,http://doubleclicktv.live:80/70376812/52663544/849
NBC Sports Peacock,http://doubleclicktv.live:80/70376812/52663544/274813
NBC Golf Pass (PC),http://doubleclicktv.live:80/70376812/52663544/824
NBC Sports Bay Area Plus,http://doubleclicktv.live:80/70376812/52663544/883
NBC Sports California Plus,http://doubleclicktv.live:80/70376812/52663544/880
NBC Sports Chicago Plus 2,http://doubleclicktv.live:80/70376812/52663544/877
NBC Sports Philadelphia Plus,http://doubleclicktv.live:80/70376812/52663544/873
NBC Sports Washington Plus,http://doubleclicktv.live:80/70376812/52663544/871
MLB Network,http://doubleclicktv.live:80/70376812/52663544/891
MLB Strike Zone,http://doubleclicktv.live:80/70376812/52663544/890
NHL Network,http://doubleclicktv.live:80/70376812/52663544/258265
ACC Network,http://doubleclicktv.live:80/70376812/52663544/975
Golf Channel,http://doubleclicktv.live:80/70376812/52663544/897
Fight Network,http://doubleclicktv.live:80/70376812/52663544/918
CBS Sports Network,http://doubleclicktv.live:80/70376812/52663544/934
UFC Channel,http://doubleclicktv.live:80/70376812/52663544/833
WWE,http://doubleclicktv.live:80/70376812/52663544/828
Barstool Sports,http://doubleclicktv.live:80/70376812/52663544/826
Bally Sports Detroit Extra,http://doubleclicktv.live:80/70376812/52663544/274519
Bally Sports Southwest Dallas Extra,http://doubleclicktv.live:80/70376812/52663544/294731
Bally Sports Detroit Plus,http://doubleclicktv.live:80/70376812/52663544/285759
Bally Sports Oklahoma Plus,http://doubleclicktv.live:80/70376812/52663544/285758
Bally Sports South Extra,http://doubleclicktv.live:80/70376812/52663544/286881
Bally Sports Arizona Extra,http://doubleclicktv.live:80/70376812/52663544/967
Bally Sports Arizona,http://doubleclicktv.live:80/70376812/52663544/913
Bally SPORTS CAROLINA,http://doubleclicktv.live:80/70376812/52663544/966
Bally Sports Wisconsin,http://doubleclicktv.live:80/70376812/52663544/902
BallySports Oklahoma,http://doubleclicktv.live:80/70376812/52663544/948
AT&T SportsNet Pittsburgh,http://doubleclicktv.live:80/70376812/52663544/972
AT&T SportsNet Rocky Mountain,http://doubleclicktv.live:80/70376812/52663544/971
AT&T Sportsnet Rocky Mountain Plus,http://doubleclicktv.live:80/70376812/52663544/970
AT&T SportsNet Rocky Mountain West,http://doubleclicktv.live:80/70376812/52663544/969
Root Sports,http://doubleclicktv.live:80/70376812/52663544/855
Root Sports Northwest Plus,http://doubleclicktv.live:80/70376812/52663544/854
Root Sports Plus,http://doubleclicktv.live:80/70376812/52663544/853
NLSE,http://doubleclicktv.live:80/70376812/52663544/294727
Triller Tv,http://doubleclicktv.live:80/70376812/52663544/294382
SNY Sports,http://doubleclicktv.live:80/70376812/52663544/287132
Root Sports plus 2,http://doubleclicktv.live:80/70376812/52663544/286886
MSGSN,http://doubleclicktv.live:80/70376812/52663544/286883
Altitude 2,http://doubleclicktv.live:80/70376812/52663544/286880
Space City Home Network,http://doubleclicktv.live:80/70376812/52663544/968
Big Ten Network,http://doubleclicktv.live:80/70376812/52663544/935
Big Ten Network Overflow 2,http://doubleclicktv.live:80/70376812/52663544/938
Big Ten Network Overflow 3,http://doubleclicktv.live:80/70376812/52663544/937
Big Ten Network Overflow 4,http://doubleclicktv.live:80/70376812/52663544/936
Billiard TV,http://doubleclicktv.live:80/70376812/52663544/818
Eleven Sports,http://doubleclicktv.live:80/70376812/52663544/933
FanDuel Racing,http://doubleclicktv.live:80/70376812/52663544/814
FanDuel TV,http://doubleclicktv.live:80/70376812/52663544/815
FNTSY Sports Network,http://doubleclicktv.live:80/70376812/52663544/917
Fubo Sports Network,http://doubleclicktv.live:80/70376812/52663544/900
Ginx TV,http://doubleclicktv.live:80/70376812/52663544/899
GOL TV (ENG),http://doubleclicktv.live:80/70376812/52663544/898
Hunt Channel,http://doubleclicktv.live:80/70376812/52663544/896
IMPACT Wrestling Channel,http://doubleclicktv.live:80/70376812/52663544/819
Longhorn Network,http://doubleclicktv.live:80/70376812/52663544/895
Marquee Sports Network,http://doubleclicktv.live:80/70376812/52663544/894
MASN,http://doubleclicktv.live:80/70376812/52663544/893
MASN 2,http://doubleclicktv.live:80/70376812/52663544/892
MSG,http://doubleclicktv.live:80/70376812/52663544/889
MSG2,http://doubleclicktv.live:80/70376812/52663544/888
MSG Plus,http://doubleclicktv.live:80/70376812/52663544/887
MSG 2 Plus,http://doubleclicktv.live:80/70376812/52663544/886
NESN,http://doubleclicktv.live:80/70376812/52663544/869
NESN Plus,http://doubleclicktv.live:80/70376812/52663544/870
NFL Channel (PC),http://doubleclicktv.live:80/70376812/52663544/825
PAC-12 Arizona,http://doubleclicktv.live:80/70376812/52663544/864
PAC-12 Bay Area,http://doubleclicktv.live:80/70376812/52663544/863
PAC-12 LOS ANGELES,http://doubleclicktv.live:80/70376812/52663544/862
PAC-12 Mountain,http://doubleclicktv.live:80/70376812/52663544/860
PAC-12 Network,http://doubleclicktv.live:80/70376812/52663544/865
PAC-12 Oregon,http://doubleclicktv.live:80/70376812/52663544/859
PAC-12 Oregon 2,http://doubleclicktv.live:80/70376812/52663544/858
PAC-12 Washington,http://doubleclicktv.live:80/70376812/52663544/857
PlayersTV,http://doubleclicktv.live:80/70376812/52663544/816
PX Sports,http://doubleclicktv.live:80/70376812/52663544/856
SportsNet New York FHD,http://doubleclicktv.live:80/70376812/52663544/848
SportsNet New York SNY,http://doubleclicktv.live:80/70376812/52663544/847
TCN_Sports_Philadelfia,http://doubleclicktv.live:80/70376812/52663544/842
Tennis Channel,http://doubleclicktv.live:80/70376812/52663544/841
Tennis Channel Plus 1,http://doubleclicktv.live:80/70376812/52663544/840
Tennis Channel Plus 2,http://doubleclicktv.live:80/70376812/52663544/839
Tennis Channel Plus 3,http://doubleclicktv.live:80/70376812/52663544/838
Tennis Channel Plus 4,http://doubleclicktv.live:80/70376812/52663544/295796
Tennis Channel Plus 5,http://doubleclicktv.live:80/70376812/52663544/295797
Tennis Channel Plus 6,http://doubleclicktv.live:80/70376812/52663544/295798
Tennis channel plus 7,http://doubleclicktv.live:80/70376812/52663544/295799
Tennis Channel Plus 8,http://doubleclicktv.live:80/70376812/52663544/295800
Tennis Channel Plus 9,http://doubleclicktv.live:80/70376812/52663544/295801
Tennis Channel,http://doubleclicktv.live:80/70376812/52663544/837
Tennis Channel  2,http://doubleclicktv.live:80/70376812/52663544/328632
TVG Network,http://doubleclicktv.live:80/70376812/52663544/836
TVG 2 Network,http://doubleclicktv.live:80/70376812/52663544/835
TyC Sports,http://doubleclicktv.live:80/70376812/52663544/834
VSIN,http://doubleclicktv.live:80/70376812/52663544/832
Willow Cricket,http://doubleclicktv.live:80/70376812/52663544/831
Willow Cricket Extra,http://doubleclicktv.live:80/70376812/52663544/830
World Fishing Network,http://doubleclicktv.live:80/70376812/52663544/829
Poker Go,http://doubleclicktv.live:80/70376812/52663544/821
YES Network,http://doubleclicktv.live:80/70376812/52663544/827
NFL Network,http://doubleclicktv.live:80/70376812/52663544/868
NFL Red zone,http://doubleclicktv.live:80/70376812/52663544/867
Olympic Channel,http://doubleclicktv.live:80/70376812/52663544/866

US| CNN News,http://doubleclicktv.live:80/70376812/52663544/1041
US| CNBC News,http://doubleclicktv.live:80/70376812/52663544/1043
US| NBC News NOW,http://doubleclicktv.live:80/70376812/52663544/992
US| Newsmax,http://doubleclicktv.live:80/70376812/52663544/1024
US| NewsNation,http://doubleclicktv.live:80/70376812/52663544/995
US| MSNBC,http://doubleclicktv.live:80/70376812/52663544/1034
US| ABC News Live,http://doubleclicktv.live:80/70376812/52663544/1067
US| BBC America,http://doubleclicktv.live:80/70376812/52663544/1066
US| BBC World News,http://doubleclicktv.live:80/70376812/52663544/1065
US| Fox News,http://doubleclicktv.live:80/70376812/52663544/1038
US| The Grio,http://doubleclicktv.live:80/70376812/52663544/1063
US| C-SPAN 1,http://doubleclicktv.live:80/70376812/52663544/1061
US| C-SPAN 2,http://doubleclicktv.live:80/70376812/52663544/1060
US| C-SPAN 3,http://doubleclicktv.live:80/70376812/52663544/1059
US| CBN News International,http://doubleclicktv.live:80/70376812/52663544/1058
US| CBSN Bay Area,http://doubleclicktv.live:80/70376812/52663544/1056
US| CBSN Boston,http://doubleclicktv.live:80/70376812/52663544/1055
US| CBSN Chicago,http://doubleclicktv.live:80/70376812/52663544/1054
US| CBSN Denver,http://doubleclicktv.live:80/70376812/52663544/1052
US| CBSN Los Angeles,http://doubleclicktv.live:80/70376812/52663544/1051
US| CBSN Minnesota,http://doubleclicktv.live:80/70376812/52663544/1050
US| CBSN New York,http://doubleclicktv.live:80/70376812/52663544/1049
US| CBSN Philly,http://doubleclicktv.live:80/70376812/52663544/1048
US| CBSN Pittsburgh,http://doubleclicktv.live:80/70376812/52663544/1047
US| Fox Business,http://doubleclicktv.live:80/70376812/52663544/1039
US| FOX Weather,http://doubleclicktv.live:80/70376812/52663544/994
US| CNN INTERNATIONAL,http://doubleclicktv.live:80/70376812/52663544/1040
US| CNBC World,http://doubleclicktv.live:80/70376812/52663544/1042
US| Cheddar News,http://doubleclicktv.live:80/70376812/52663544/1044
US| Cheddar Business,http://doubleclicktv.live:80/70376812/52663544/1045
US| CGTN (English),http://doubleclicktv.live:80/70376812/52663544/1046
US| CBS News LHD,http://doubleclicktv.live:80/70376812/52663544/1057
US| France 24 (English),http://doubleclicktv.live:80/70376812/52663544/1037
US| RT America,http://doubleclicktv.live:80/70376812/52663544/1021
US| HLN,http://doubleclicktv.live:80/70376812/52663544/1036
US| LiveNOW from FOX,http://doubleclicktv.live:80/70376812/52663544/993
US| NBCLX,http://doubleclicktv.live:80/70376812/52663544/991
US| New England Cable News,http://doubleclicktv.live:80/70376812/52663544/1033
US| News 12 Brooklyn,http://doubleclicktv.live:80/70376812/52663544/1032
US| News 12 Connecticut,http://doubleclicktv.live:80/70376812/52663544/1031
US| News 12 Hudson Valley,http://doubleclicktv.live:80/70376812/52663544/1030
US| News 12 Long Island,http://doubleclicktv.live:80/70376812/52663544/1029
US| News 12 New Jersey,http://doubleclicktv.live:80/70376812/52663544/1028
US| News 12 The Bronx,http://doubleclicktv.live:80/70376812/52663544/1026
US| News 12 Westchester,http://doubleclicktv.live:80/70376812/52663544/1025
US| Newsy,http://doubleclicktv.live:80/70376812/52663544/1023
US| NHK World (KCET),http://doubleclicktv.live:80/70376812/52663544/1002
US| NHK World (WCFE),http://doubleclicktv.live:80/70376812/52663544/1001
US| NHK World (WNJN),http://doubleclicktv.live:80/70376812/52663544/1000
US| NHK World (WTVI),http://doubleclicktv.live:80/70376812/52663544/999
US| NHK World (WUCF),http://doubleclicktv.live:80/70376812/52663544/998
US| One American News,http://doubleclicktv.live:80/70376812/52663544/1022
US| Spectrum Bay News 9,http://doubleclicktv.live:80/70376812/52663544/1018
US| Spectrum News 1 ROTX,http://doubleclicktv.live:80/70376812/52663544/1010
US| Spectrum News 1 SO CAL,http://doubleclicktv.live:80/70376812/52663544/1016
US| Spectrum News 1 Wisconsin,http://doubleclicktv.live:80/70376812/52663544/1009
US| Spectrum Rail Road SD,http://doubleclicktv.live:80/70376812/52663544/1003
US| TYT Network,http://doubleclicktv.live:80/70376812/52663544/990
US| Weather Nation,http://doubleclicktv.live:80/70376812/52663544/1020
US| Alaska's News Source KTUU,http://doubleclicktv.live:80/70376812/52663544/997
US| Spectrum News 1 Buffalo HD,http://doubleclicktv.live:80/70376812/52663544/306308
US| Spectrum News 1 Albany NY,http://doubleclicktv.live:80/70376812/52663544/1014
US| Spectrum News 13 Central FL,http://doubleclicktv.live:80/70376812/52663544/1008
US| Atlanta News First,http://doubleclicktv.live:80/70376812/52663544/996
US| Spectrum News 1 Covington KY,http://doubleclicktv.live:80/70376812/52663544/1015
US| Spectrum News 1 Evansville KY,http://doubleclicktv.live:80/70376812/52663544/1011
US| Spectrum News 1 Charlotte NC,http://doubleclicktv.live:80/70376812/52663544/1013
US| Spectrum News NY1,http://doubleclicktv.live:80/70376812/52663544/1006
US| NY Spectrum Noticias NY1,http://doubleclicktv.live:80/70376812/52663544/1004
US| Infowars,http://doubleclicktv.live:80/70376812/52663544/1035
US| Spectrum News 1 San Antonio TX,http://doubleclicktv.live:80/70376812/52663544/1005
US| Spectrum News 1 Austin TX,http://doubleclicktv.live:80/70376812/52663544/1007
US| CBSN Dallas,http://doubleclicktv.live:80/70376812/52663544/1053
US| Spectrum News 1 Dallas TX,http://doubleclicktv.live:80/70376812/52663544/1012
US| 7 News Boston (WHDH),http://doubleclicktv.live:80/70376812/52663544/1019
US| BEK Sports News,http://doubleclicktv.live:80/70376812/52663544/1064
US| Bloomberg,http://doubleclicktv.live:80/70376812/52663544/1062
16K | NATIONAL GEOGRAPHICᵁᴴᴰ,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/323573.m3u8
8K | NATIONAL GEOGRAPHIC,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/150542.m3u8
NL | NATIONAL GEOGRAPHICʳᵉᶜ,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/18.m3u8
UK | NATIONAL GEOGRAPHIC,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/12513.m3u8
NL| NATIONAL GEOGRAPHIC FHD,http://tv.trexiptv.com:80/play/live.php?mac=00:1A:79:C1:BF:64&stream=1283043&extension=ts&play_token=4xf2oDtohJ
NL| NATIONAL GEOGRAPHIC CHANNEL 4K,http://tv.trexiptv.com:80/play/live.php?mac=00:1A:79:C1:BF:64&stream=1283272&extension=ts&play_token=yXn3RGHq5L
PL| NATIONAL GEOGRAPHIC FHD,http://tv.trexiptv.com:80/play/live.php?mac=00:1A:79:C1:BF:64&stream=880438&extension=ts&play_token=InHRSUchT4
ARG | NATIONAL GEOGRAPHIC HD,http://doubleclicktv.live:80/70376812/52663544/325178
|MX| National Geographic,http://doubleclicktv.live:80/70376812/52663544/7753
USA Animal Planet UHD,http://doubleclicktv.live:80/70376812/52663544/269009
USA Animal Planet East,http://doubleclicktv.live:80/70376812/52663544/508
USA Animal Planet West,http://doubleclicktv.live:80/70376812/52663544/507
UK: Animal Planet,http://doubleclicktv.live:80/70376812/52663544/277117

体育港线,#genre#
RMC 体育 1 4K,http://clientbox.tv:80/dS9UVq4chH87174/uPuCyuP0Xn/342420
天空体育 主赛事 4K,http://clientbox.tv:80/dS9UVq4chH87174/uPuCyuP0Xn/314130
天空体育 F1 4K,http://clientbox.tv:80/dS9UVq4chH87174/uPuCyuP0Xn/305406
天空体育 网球 4K,http://extraott.com:80/live/7921751389/6097373662/79112.m3u8
壹拾壹体育 4K,http://clientbox.tv:80/dS9UVq4chH87174/uPuCyuP0Xn/280621
UROSPORT 4K,http://clientbox.tv:80/dS9UVq4chH87174/uPuCyuP0Xn/185060
NASA TV 4K,http://clientbox.tv:80/dS9UVq4chH87174/uPuCyuP0Xn/185407
ASTRO SUPERSPORT 4K,http://extraott.com:80/live/7921751389/6097373662/7841.m3u8
Love Nature 4Khttp://clientbox.tv:80/dS9UVq4chH87174/uPuCyuP0Xn/179698
Fireplace 4K,http://clientbox.tv:80/dS9UVq4chH87174/uPuCyuP0Xn/273896
Fashion TV 4K,http://clientbox.tv:80/dS9UVq4chH87174/uPuCyuP0Xn/230039

Pro7Sat.1 4K,http://clientbox.tv:80/dS9UVq4chH87174/uPuCyuP0Xn/283408
RTL 4K,http://clientbox.tv:80/dS9UVq4chH87174/uPuCyuP0Xn/273897
SES UHD 4K,http://clientbox.tv:80/dS9UVq4chH87174/uPuCyuP0Xn/185059
QVC Zwei 4K,http://clientbox.tv:80/dS9UVq4chH87174/uPuCyuP0Xn/193879

Bloomberg TV+ 4K,https://i.mjh.nz/SamsungTVPlus/USAJ3400011A8.m3u8
Loupe 4K,https://i.mjh.nz/SamsungTVPlus/USBB1000002TK.m3u8
Fireplace 4K,https://i.mjh.nz/SamsungTVPlus/USBA3800004EL.m3u8

台港波兰线路,#genre#
民视,https://fm1077.serv00.net/anbo/index.php?id=336
民视,https://fm1077.serv00.net/anbo/index.php?id=2805
民视台湾,https://fm1077.serv00.net/anbo/index.php?id=36
台视,https://fm1077.serv00.net/anbo/index.php?id=27
台视,https://fm1077.serv00.net/anbo/index.php?id=326
台视,https://fm1077.serv00.net/anbo/index.php?id=312
中视,https://fm1077.serv00.net/anbo/index.php?id=333
中视,https://fm1077.serv00.net/anbo/index.php?id=1041
华视,https://fm1077.serv00.net/anbo/index.php?id=32
华视,https://fm1077.serv00.net/anbo/index.php?id=2282
八大第一,https://fm1077.serv00.net/anbo/index.php?id=318
八大综合,https://fm1077.serv00.net/anbo/index.php?id=2286
八大娱乐,https://fm1077.serv00.net/anbo/index.php?id=105
三立台湾,https://fm1077.serv00.net/anbo/index.php?id=35
三立台湾,https://fm1077.serv00.net/anbo/index.php?id=21
三立台湾,https://fm1077.serv00.net/anbo/index.php?id=2436
三立都会,https://fm1077.serv00.net/anbo/index.php?id=2435
三立都会,https://fm1077.serv00.net/anbo/index.php?id=1001
三立都会,https://fm1077.serv00.net/anbo/index.php?id=38
三立综合,https://fm1077.serv00.net/anbo/index.php?id=315
三立综合,https://fm1077.serv00.net/anbo/index.php?id=2815
三立国际,https://fm1077.serv00.net/anbo/index.php?id=2285
中天综合,https://fm1077.serv00.net/anbo/index.php?id=54
中天综合,https://fm1077.serv00.net/anbo/index.php?id=3072
中天娱乐,https://fm1077.serv00.net/anbo/index.php?id=324
TVBS欢乐,https://fm1077.serv00.net/anbo/index.php?id=40
八大精彩,https://fm1077.serv00.net/anbo/index.php?id=1024
JET综合,https://fm1077.serv00.net/anbo/index.php?id=41
公视,https://fm1077.serv00.net/anbo/index.php?id=86
公视,https://fm1077.serv00.net/anbo/index.php?id=28
公视3台,https://fm1077.serv00.net/anbo/index.php?id=1340
